Konkani,Hindi,Konkani_Rule_POS
दादल्यांनी,दादा द्वारा,दादल्यांनी/NOUN
सादे,सादे,सादे/NOUN
तपासणेंतल्यान,परीक्षण से,तपासणेंतल्यान/NOUN
तरांच्या,सुविधाजनक,तरांच्या/ADJ
कॅन्सरांची,कैंसर,कॅन्सरांची/NOUN
दिसपा,बीजाणु,दिसपा/NOUN
पयलींच,पहले से ही पहले,पयलींच/NOUN
स्तन,स्तन,स्तन/NOUN
गर्भाशय,गर्भाशय,गर्भाशय/NOUN
ग्रिवा,ग्रिवा,ग्रिवा/NOUN
सर्विक्स,सर्विक्स,सर्विक्स/PART
कातडी,त्वचा,कातडी/NOUN
व्हडल्यो,बोली,व्हडल्यो/NOUN
आंतकड्यो,आंतों,आंतकड्यो/NOUN
मलाशय,मलाशय,मलाशय/PRON
पुरस्थ,पुरस्थ,पुरस्थ/NOUN
ग्रंथी,ग्रंथि,ग्रंथी/NOUN
प्रोस्टेट,प्रोस्टेट,प्रोस्टेट/NOUN
अंडकोश,अंडकोश,अंडकोश/NOUN
टॅस्टिकल,स्वादिष्ट,टॅस्टिकल/NOUN
ग्रिवेचो,ग्रिवेचो,ग्रिवेचो/ADJ
दुयेंसांतले,वे बीमारी में हैं,दुयेंसांतले/ADJ
ग्रिवेचे,गिर्विक,ग्रिवेचे/NOUN
लाळेच्यो,नमकीन,लाळेच्यो/NOUN
नलिका,कंद,नलिका/NOUN
दसून,ड्रिन,दसून/NOUN
द्रव्य,द्रव्यमान,द्रव्य/NOUN
नलिकेचें,ट्यूबल,नलिकेचें/NOUN
जाळें,जाल,जाळें/NOUN
नलिकां,नालिकम,नलिकां/NOUN
आंगभर,आंगभर,आंगभर/NOUN
पसरिल्लें,फैला हुआ,पसरिल्लें/NOUN
गाळून,फ़िल्टर करके,गाळून/NOUN
मर्यादीत,सीमित,मर्यादीत/NOUN
वाडटकच,वाडकाच,वाडटकच/NOUN
शकनात,वाइल्ड्स नहीं,शकनात/NOUN
लाळेंतल्यान,लार,लाळेंतल्यान/NOUN
पातळूंक,जाँघ,पातळूंक/NOUN
ग्रिवे,ग्राईवे,ग्रिवे/NOUN
लागसारच्यो,पीछे रह जाना,लागसारच्यो/NOUN
ग्रंथीय,ग्रंथियों,ग्रंथीय/NOUN
रक्ताच्या,खून,रक्ताच्या/ADJ
प्रवाहांतल्यान,धारायुक्त,प्रवाहांतल्यान/NOUN
पसरूंक,पसरूंक,पसरूंक/NOUN
कातीचेर,गिरजाघर,कातीचेर/NOUN
तीळ,तिल,तीळ/NOUN
नाजाल्यार,अन्यथा,नाजाल्यार/NOUN
मासाचे,मछली,मासाचे/PRON
कसलेय,कोई बात नहीं क्या,कसलेय/NOUN
तरेचे,प्रकार के प्रकार,तरेचे/NOUN
वाडीक,2ris,वाडीक/NOUN
बदलाक,परिवर्तन के लिए पथ,बदलाक/NOUN
दाखयात,स्वर,दाखयात/NOUN
दोतोराचे,डॉक्टर का,दोतोराचे/NOUN
तपासणे,जांच करने के लिए,तपासणे/NOUN
कातीचीय,विश्वसनीय,कातीचीय/NOUN
हांचो,वे हैं,हांचो/ADJ
कळचो,चाबी,कळचो/ADJ
मलाशयाची,मेकेनिका,मलाशयाची/PRON
लुंवां,लुंवां,लुंवां/NOUN
घाल्लें,स्वी,घाल्लें/NOUN
बोट,उँगलिया,बोट/NOUN
मलाशया,मलाशया,मलाशया/PRON
सोदपाक,सोदपाक,सोदपाक/VERB
50,50,50/NOUN
पिराये,तड़प,पिराये/NOUN
वर्सुकी,सालाना,वर्सुकी/NOUN
व्हडल्या,अपेक्षाकृत व्यापक,व्हडल्या/NOUN
मळा,मॉल,मळा/PRON
सांगातान,संयुक्त,सांगातान/NOUN
रगतूय,नामांकित,रगतूय/NOUN
सारके,जैसा,सारके/NOUN
पारखणे,व्यवहार करना,पारखणे/NOUN
विस्तृत,विस्तृत,विस्तृत/NOUN
गरजेची,ज़रूरत,गरजेची/NOUN
पिराय,आयु,पिराय/NOUN
मनशाच्या,मनोदशा,मनशाच्या/ADJ
आंतकड्यांची,आंतों,आंतकड्यांची/NOUN
सिग्मायडोस्कोपी,सिग्मायडोस्कोपी,सिग्मायडोस्कोपी/NOUN
दुर्बिणीन,दूरबीन,दुर्बिणीन/NOUN
ग्रंथीच्या,ग्रंथियों,ग्रंथीच्या/ADJ
कर्करोगाची,कैंसर का,कर्करोगाची/NOUN
सुरवातीच्या,प्रारंभिक,सुरवातीच्या/ADJ
सोंपो,आसान का चयन करें,सोंपो/NOUN
घाल्ल्या,Swe hims,घाल्ल्या/NOUN
बोटान,बोटान,बोटान/NOUN
पिरायेच्या,इतनी उम्र में,पिरायेच्या/ADJ
अनियमीत,अनपेक्षित,अनियमीत/NOUN
असामान्य,असामान्य,असामान्य/NOUN
भागांची,साथी,भागांची/NOUN
काय,क्या,काय/NOUN
जाणविकाय,समझना,जाणविकाय/NOUN
अंडकोशाच्या,अंडाशय,अंडकोशाच्या/ADJ
कॅन्सराची,कैंसर,कॅन्सराची/NOUN
दादले,पुरुषों,दादले/ADJ
स्वता,खुद,स्वता/NOUN
म्हयन्याक,माह एक महीने,म्हयन्याक/PRON
दादल्याच्यान,दादी,दादल्याच्यान/NOUN
अंडकोशांत,अंडकोशांत,अंडकोशांत/NOUN
वळखूं,के बदले में,वळखूं/NOUN
न्हातना,न्हातना,न्हातना/NOUN
शिथील,ढील,शिथील/NOUN
अंडकोशाचें,अंडकोशाचें,अंडकोशाचें/NOUN
परिक्षण,परीक्षा,परिक्षण/NOUN
करतकच,मैंने तब किया था जब तुम,करतकच/NOUN
अंडकोशाक,अंडकोशाक,अंडकोशाक/NOUN
लायतकच,सही,लायतकच/NOUN
असामान्यपणान,असामान्य,असामान्यपणान/NOUN
दुखप,दर्द,दुखप/NOUN
दुखणें,कोर्स,दुखणें/NOUN
लागली,शुरू किया,लागली/ADJ
दाखोवंक,टीओआर,दाखोवंक/NOUN
